facility_name,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Kangeso Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,22980,2061207,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nyaitara Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,16666,7238,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kumoni Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16271,4907,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Usiani Dispensary,Miambani Ward,Kitui Central  Sub County,Kitui County,18364,11864,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Oyani Health Centre,East Kanyamkago Ward,Uriri Sub County,Migori County,14009,7494,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
KICOSHEP-Migori,Oruba Ward,Suna West Sub County,Migori County,20183,11672,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Tumaini Dice,Masogo/nyang'oma Ward,Muhoroni Sub County,Kisumu County,22564,2062144,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
magacha dispensary,Wiga Ward,Suna West Sub County,Migori County,22092,13240,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Endau Dispensary,Endau/malalani Ward,Kitui East Sub County,Kitui County,12008,4012,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Yago Community Dispensary,Chemelil Ward,Muhoroni Sub County,Kisumu County,20334,7083,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Mutomo Sub county Hospital,Mutomo Ward,Kitui South Sub County,Kitui County,12603,6381,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13639,2271,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Muamba Dispensary,Mutomo Ward,Kitui South Sub County,Kitui County,17603,13380,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Bware Dispensary,South kanyamkago Ward,Uriri Sub County,Migori County,13519,4630,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Obware Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,20568,1318,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Ngisiru Dispensary,Tagare Ward,Kuria West Sub County,Migori County,13851,11454,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kotunga Dispensary,Kolwa East Ward,Kisumu East Sub County,Kisumu County,21899,14291,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Agro Chemical,Muhoroni koru Ward,Muhoroni Sub County,Kisumu County,19815,10017,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Baraka Yetu Medical Clinic,Kyangwithya east Ward,Kitui Central  Sub County,Kitui County,19601,6593,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
St Vincent Clinic (Kisumu East),Railways Ward,Kisumu Central Sub County,Kisumu County,14127,2120,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kitere Dispensary,South kamagambo Ward,Rongo Sub County,Migori County,17341,1367,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Mitamisyi Dispensary,Ngomeni Ward,Mwingi North Sub County,Kitui County,12531,3255,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Sinai Clinic,Central Ward,Mwingi Central Sub- County,Kitui County,20279,7479,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Ndege Oriedo Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,17345,5785,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Ekambuli Health Centre,Kisa central Ward,Khwisero Sub County,Kakamega County,20673,17264,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Itoleka Dispenasry,Kyangwithya west Ward,Kitui Central  Sub County,Kitui County,12098,6458,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Usueni Dispensary,Tseikuru Ward,Mwingi North Sub County,Kitui County,12832,11916,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Gwitembe Health Centre,Ntimaru west Ward,Kuria East Sub County,Migori County,13597,13752,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Tahidi Nursing Home,Central Ward,Mwingi Central Sub- County,Kitui County,19027,7650,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Rabondo Dispensary,West sakwa Ward,Awendo Sub County,Migori County,14019,3139,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Bukwala SDA Dispensary,Kisa central Ward,Khwisero Sub County,Kakamega County,18315,17327,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Masogo Sub County Hospital,Masogo/nyang'oma Ward,Muhoroni Sub County,Kisumu County,13785,14430,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kasunguni Dispensary,Zombe/mwitika Ward,Kitui East Sub County,Kitui County,12210,6384,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Tumaini Medical Clinic (Kitui),Township Ward,Kitui Central  Sub County,Kitui County,12810,2745,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Victoria Sub District Hospital,Market Milimani Ward,Kisumu Central Sub County,Kisumu County,17376,13374,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kemakoba Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,20247,6803,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Maseki Dispensary (Kyuso),Kyuso Ward,Mwingi North Sub County,Kitui County,20875,8857,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Chemelil GOK Health Center,Masogo/nyang'oma Ward,Muhoroni Sub County,Kisumu County,13521,12965,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nyakach County Hospital,Central nyakach Ward,Nyakach Sub County,Kisumu County,13921,9412,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kaliakakya Dispensary,Kyangwithya west Ward,Kitui Central  Sub County,Kitui County,18079,4722,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Gari Dispensary,South west nyakach Ward,Nyakach Sub County,Kisumu County,18866,9313,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Ngiluni Dispensary (Mwingi),Nguni Ward,Mwingi Central Sub- County,Kitui County,16935,8064,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Olive Link Health Care,Viwandani Ward,Makadara  Sub County,Nairobi County,18797,14189,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Lagos Road Dispensary,Nairobi central Ward,Starehe  Sub County,Nairobi County,13039,7006,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Family Care Medical Centre (Phoenix),Nairobi central Ward,Starehe  Sub County,Nairobi County,13140,11434,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Langata Health Centre,Mugumo-Ini Ward,Langata  Sub County,Nairobi County,13041,6655,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Ruaraka Clinic,Babandogo Ward,Ruaraka  Sub County,Nairobi County,13172,7141,2018Q2,"FPRH,WASH, NUTRITION",AfyaJijini,289802
Utawala Estate Health Centre,Utawala Ward,Embakasi East Sub County,Nairobi County,18464,11450,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Langata Hospital,Mugumo-Ini Ward,Langata  Sub County,Nairobi County,13042,6628,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Florence Medical Care Health Centre,Mountain view Ward,Westlands  Sub County,Nairobi County,13201,14794,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Imara Health Centre,Imara daima Ward,Embakasi South Sub County,Nairobi County,17685,6615,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Coptic Hospital (Ngong Road),Kilimani Ward,Dagoretti North Sub County,Nairobi County,12905,6883,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mathare 3A (EDARP),Mabatini Ward,Mathare  Sub County,Nairobi County,13075,7115,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mafra Clinic,Kangemi Ward,Westlands  Sub County,Nairobi County,19512,9591,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Unity Nursing Home,Umoja II Ward,Embakasi West Sub County,Nairobi County,18334,14093,2018Q2,"FPRH, WASH, NUTRITION",AfyaJijini,289802
Lea Toto Dagoretti,Mutu-ini Ward,Dagoretti South Sub County,Nairobi County,13046,15017,2018Q2,"WASH, NUTRITION",AfyaJijini,289802
Guru Nanak Hospital,Ngara Ward,Starehe  Sub County,Nairobi County,12965,6981,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Joseph W Dispensary (Westlands),Mountain view Ward,Westlands  Sub County,Nairobi County,13209,2913,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Odilia's Dispensary,Karen Ward,Langata  Sub County,Nairobi County,13221,3036,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Healthways Medical Centre,South C Ward,Langata  Sub County,Nairobi County,18278,6678,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Raphael's Clinic,Mihango Ward,Embakasi East Sub County,Nairobi County,17683,3028,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Jinnah Ave Clinic,South C Ward,Langata  Sub County,Nairobi County,12990,6773,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mathari Hospital,Hospital Ward,Mathare  Sub County,Nairobi County,13076,3020,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Emmanuel Medical Centre,Lower savannah Ward,Embakasi East Sub County,Nairobi County,18893,7027,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Hono Clinic,Harambee Ward,Makadara  Sub County,Nairobi County,12969,7279,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Samaritan Medical Services (Dandora),Dandora area iv Ward,Embakasi North Sub County,Nairobi County,13176,14814,2018Q2,"FPRH,WASH",AfyaJijini,289802
Green Cross Clinic,Laini saba Ward,Kibra  Sub County,Nairobi County,19895,6700,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Pipeline Medical Health Services,Pipeline Ward,Embakasi South Sub County,Nairobi County,13143,4146,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Lianas Clinic Health Centre,Kangemi Ward,Westlands  Sub County,Nairobi County,13049,7088,2018Q2,"FPRH,WASH, NUTRITION",AfyaJijini,289802
Revival Home Based Care Clinic,Sarang'ombe Ward,Kibra  Sub County,Nairobi County,16168,13113,2018Q2,"FPRH,WASH",AfyaJijini,289802
Garrison Health Centre,Embakasi Ward,Embakasi East Sub County,Nairobi County,12947,17233,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Babadogo Health Centre,Babandogo Ward,Ruaraka  Sub County,Nairobi County,12876,3771,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Getrude Donholm Clinic,Upper savannah Ward,Embakasi East Sub County,Nairobi County,12952,6990,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mwatate Health Care Centre,Embakasi Ward,Embakasi East Sub County,Nairobi County,19454,6543,2018Q2,"FPRH,WASH",AfyaJijini,289802
Kangemi Health Centre,Kangemi Ward,Westlands  Sub County,Nairobi County,13001,10788,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Alliance Medical Centre,California Ward,Kamukunji  Sub County,Nairobi County,17847,7023,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Maurice Medical Services,Komarock Ward,Embakasi Central Sub County,Nairobi County,19438,7022,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Saola Maternity and Nursing Home,Laini saba Ward,Kibra  Sub County,Nairobi County,13178,14024,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Metropolitan Hospital Nairobi,Harambee Ward,Makadara  Sub County,Nairobi County,13090,7462,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Embakasi Medical Centre,Kware Ward,Embakasi South Sub County,Nairobi County,19437,6651,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Kayole Hospital,Kayole north Ward,Embakasi Central Sub County,Nairobi County,13014,16958,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Kayole II Sub-District Hospital,Kayole central Ward,Embakasi Central Sub County,Nairobi County,13016,17458,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Arrow Web Maternity and Nursing Home,Kayole central Ward,Embakasi Central Sub County,Nairobi County,12872,1311,2018Q2,"FPRH,WASH, NUTRITION",AfyaJijini,289802
Coptic Medical Clinic,Viwandani Ward,Makadara  Sub County,Nairobi County,12904,14725,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Babadogo (EDARP),Babandogo Ward,Ruaraka  Sub County,Nairobi County,12875,7139,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Amurt Health Centre,Mountain view Ward,Westlands  Sub County,Nairobi County,12870,7122,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Lea Toto Clinic Kariobangi South,Kariobangi south Ward,Embakasi West Sub County,Nairobi County,13047,14890,2018Q2,"WASH, NUTRITION",AfyaJijini,289802
SDA Health Services Likoni Road Clinic,Viwandani Ward,Makadara  Sub County,Nairobi County,18593,15027,2018Q2,"FPRH,WASH",AfyaJijini,289802
Mariakani Cottage Hospital Ltd,Nairobi south Ward,Starehe  Sub County,Nairobi County,13064,6976,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Meridian Equator Hospital,Nairobi west Ward,Langata  Sub County,Nairobi County,13109,10034,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Karen Health Centre,Karen Ward,Langata  Sub County,Nairobi County,13003,6648,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Eden Dispensary,Roysambu Ward,Roysambu  Sub County,Nairobi County,12931,3556,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Maria Dominica Dispensary,Karen Ward,Langata  Sub County,Nairobi County,13061,6584,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Kariokor Clinic,Kariokor Ward,Starehe  Sub County,Nairobi County,13007,7035,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Biafra Medical Clinic,Eastleigh south Ward,Kamukunji  Sub County,Nairobi County,12884,9714,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Space Care Health Services,Kawangware Ward,Dagoretti North Sub County,Nairobi County,13212,4952,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Victory Hospital,Umoja I Ward,Embakasi West Sub County,Nairobi County,13247,14372,2018Q2,"FPRH, WASH",AfyaJijini,289802
MOW Dispensary,Landimawe Ward,Starehe  Sub County,Nairobi County,13097,6961,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Jericho Health Centre,Harambee Ward,Makadara  Sub County,Nairobi County,12988,7300,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Kariobangi South Clinic,Kariobangi south Ward,Embakasi West Sub County,Nairobi County,17434,14921,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Huruma Lions Dispensary,Ngei Ward,Mathare  Sub County,Nairobi County,12974,7074,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Ngara Health Centre (City Council of Nairobi),Ngara Ward,Starehe  Sub County,Nairobi County,13122,7031,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mutuini Sub-District Hospital,Mutu-ini Ward,Dagoretti South Sub County,Nairobi County,13105,15018,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Pumwani Maternity Hospital,Pumwani Ward,Kamukunji  Sub County,Nairobi County,13156,12869,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Gaimu Medical Clinic,Mabatini Ward,Mathare  Sub County,Nairobi County,12946,11479,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Marura Nursing Home,Mathare north Ward,Ruaraka  Sub County,Nairobi County,13070,7119,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Makina Clinic,Makina Ward,Kibra  Sub County,Nairobi County,13058,13819,2018Q2,"FPRH,WASH, NUTRITION",AfyaJijini,289802
Riruta Health Centre,Kawangware Ward,Dagoretti North Sub County,Nairobi County,13165,10129,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Wamunga Health Clinic,Dandora area i Ward,Embakasi North Sub County,Nairobi County,13251,6909,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Njiru Dispensary,Njiru Ward,Kasarani  Sub County,Nairobi County,13126,14664,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Dandora II Health Centre,Dandora area iii Ward,Embakasi North Sub County,Nairobi County,12912,7515,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Fremo Medical Centre,Ngando Ward,Dagoretti South Sub County,Nairobi County,18612,6722,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Provide Inter' Mutindwa Umoja Clinic,Umoja I Ward,Embakasi West Sub County,Nairobi County,12971,7013,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
EDARP Soweto Health Centre,Lower savannah Ward,Embakasi East Sub County,Nairobi County,13191,4235,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Round About Medical Dispensary,Githurai Ward,Roysambu  Sub County,Nairobi County,13167,7213,2018Q2,"FPRH,WASH",AfyaJijini,289802
Diwopa Health Centre,Kayole central Ward,Embakasi Central Sub County,Nairobi County,12917,17155,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Parkroad Nursing Home (Nairobi),Ngara Ward,Starehe  Sub County,Nairobi County,13139,2174,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Vincent Catholic Clinic,Airbase Ward,Kamukunji  Sub County,Nairobi County,13230,14268,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Biafra Lions Clinic,Eastleigh south Ward,Kamukunji  Sub County,Nairobi County,12883,2825,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Eastleigh Health Centre,Airbase Ward,Kamukunji  Sub County,Nairobi County,12930,14550,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Redemeed Health Centre,Babandogo Ward,Ruaraka  Sub County,Nairobi County,13160,7118,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Giovanna Dispensary,Roysambu Ward,Roysambu  Sub County,Nairobi County,12955,7214,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,13210,15015,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Makadara Health Centre,Maringo/hamza Ward,Makadara  Sub County,Nairobi County,13056,7514,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Maria Maternity and Nursing Home,Kayole north Ward,Embakasi Central Sub County,Nairobi County,13063,4214,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mary Immaculate Sisters Dispensary,Maringo/hamza Ward,Makadara  Sub County,Nairobi County,13072,7446,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Meridian Medical Centre (Buruburu),Harambee Ward,Makadara  Sub County,Nairobi County,13084,7506,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Getrude Embakasi Clinic,Embakasi Ward,Embakasi East Sub County,Nairobi County,18395,6625,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Soweto Kayole Phc Health Centre,Lower savannah Ward,Embakasi East Sub County,Nairobi County,13017,7053,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Sunbeam Medical Centre,Kangemi Ward,Westlands  Sub County,Nairobi County,18281,2675,2018Q2,"FPRH,WASH",AfyaJijini,289802
Aski Medical Clinic,Kayole north Ward,Embakasi Central Sub County,Nairobi County,12873,16920,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mukuru Mmm Clinic,Kwa njenga Ward,Embakasi South Sub County,Nairobi County,13101,11416,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Senye Medical Clinic,Sarang'ombe Ward,Kibra  Sub County,Nairobi County,13179,6774,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Gatwikera (Msf Belgium) Medical Clinic,Sarang'ombe Ward,Kibra  Sub County,Nairobi County,12948,12511,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Ogwedhi Dispensary (Nairobi North),Kahawa West,Roysambu  Sub County,Nairobi County,13133,1263,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Mbotela Clinic,Makongeni Ward,Makadara  Sub County,Nairobi County,13081,7283,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Hakati Medical Clinic,Umoja II Ward,Embakasi West Sub County,Nairobi County,12967,17048,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Upendo Dispensary,Hospital Ward,Mathare  Sub County,Nairobi County,13243,2225,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Kariobangi Health Centre,Kariobangi north Ward,Embakasi North Sub County,Nairobi County,13006,14595,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Salama Nursing Home,Airbase Ward,Kamukunji  Sub County,Nairobi County,13175,14816,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Meridian Medical Donholm Clinic,Upper savannah Ward,Embakasi East Sub County,Nairobi County,17727,17436,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
St Joseph Mukasa Dispensary,Kahawa West,Roysambu  Sub County,Nairobi County,13208,11206,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Loco Dispensary,Landimawe Ward,Starehe  Sub County,Nairobi County,13051,12589,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
Kahawa West Health Centre,Kahawa,Roysambu  Sub County,Nairobi County,12997,11205,2018Q2,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
