facility_name,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Ihururu Health Centre,10340,4879,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mageta Health Centre,13750,15300,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Katangi Health Centre,12215,2579,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kerugoya District Hospital,10520,8765,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndiru Health Centre,13843,8722,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Patricks Dispensary,18305,9164,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Samburu Health Centre,11768,14299,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilgoris Medical Centre,14865,4650,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatunga Model H/C,18080,5794,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Moi District Hospital Voi,11641,10517,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamutugu Health Centre,10545,8917,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyeri Provincial General Hospital (PGH),10903,5465,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Itiati Dispensary,10360,9214,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiasa Dispensary,13686,8121,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamache Sub County Referral Hospital,13891,12441,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Isiolo),12046,6952,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndilidau Dispensary (Jipe),11702,9178,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimintet Dispensary,14873,2671,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naromoru Health Centre,10822,5307,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mirugi Kariuki Dispensary,15188,9299,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sakutiek Health Centre,15516,11590,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Makengi Clinic,12452,9046,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajiado (AIC) Dispensary,14650,6236,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kianganda Dispensary,10590,8863,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Meteitei Sub-District Hospital,15181,3380,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koloch Dispensary,14980,10236,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chebunyo Dispensary,14304,17534,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mukurweini District Hospital,10763,8594,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibwari Tea Dispensary,14858,1504,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gichuru Dispensary,10252,7172,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Simba Health Centre,15574,6164,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Adiedo Dispensary,13463,9154,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiritiri Health Centre,16466,7078,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatwe Health Centre,10239,11775,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapsabet Health Care Centre,17632,10944,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Theresas Riiji Health Centre,12775,13143,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyagoro Health Centre,13875,8843,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngorongo Health Centre,10872,3363,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbungoni Catholic Dispensary(CBHC),18043,5882,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gesabakwa Health Centre,13558,13009,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gilgil Sub-County Hospital,14510,15555,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Catherine Napetet Dispensary,15634,14901,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthaara Dispensary,10790,7324,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kikuyu (PCEA) Hospital,10603,5295,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph Mission Dispensary Chumvini,18601,9294,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Katani Dispensary,12217,6599,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tausa Health Centre,11839,3557,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Shika Adabu (MCM) Dispensary,11785,3811,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Homa Bay Central Widows VCT,18063,15025,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chemosot Health Centre,14323,8736,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gongoni Health Centre,11401,7182,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baraka Medical Clinic (Turkana Central),14231,14688,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maji Moto Dispensary (Narok South),15113,6643,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamutugu Clinic,10544,8920,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatugura Dispensary,10229,2616,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Taru Dispensary,11838,5656,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kijabe (AIC) Hospital,10602,7607,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Subati Medical Clinic,17790,15705,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilifi County Hospital,11474,8340,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Winjo Dispensary,14173,2286,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Neissuit Dispensary,15331,4477,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ekialo Kiona VCT,19971,10453,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Shankoe Dispensary,15558,5730,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndome Dispensary (Taita),11704,9189,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muyeye Health Centre (Municipal),11677,10936,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Igegania Sub-District Hospital,10338,3692,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Moi Ndabi Dispensary,15203,15668,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kikton Medical Clinic,14863,14743,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamrisra Health Centre,13915,8508,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Aren Medical Clinic,17202,4987,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ulungo Dispensary,14158,14707,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabolecho Dispensary,14626,10204,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Got Agulu Sub-District Hospital,13588,15081,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndovu Health Centre,11705,10518,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kemri VCT,13019,12574,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lodwar County Referral Hospital,15049,14986,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
The Karen Hospital,13004,11423,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiteje Dispensary,17469,11298,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kericho District Hospital,14831,4357,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Malindi Sea Breeze,11557,8043,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sagala Health Centre,11764,9909,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kijabe (AIC) Hospital Marira Medical Clinic,10693,8575,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyenye Misori Dispensary,13948,14995,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bamboo Health Centre,10044,8560,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
PCEA Karungaru Dispensary,17444,13026,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthambi Health Centre,12589,2213,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndunduni Dispensary,16922,4000,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ntulele Health Centre,15367,11037,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Oserian Health Centre,15447,7953,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Entarara Health Centre,14467,9408,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mokowe Health Centre,11642,6162,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tumaini Clinic,15748,2893,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mission K Clinic,11622,6155,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ithare Medical Clinic,10358,8610,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baricho Health Centre,10049,8609,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph's Shelter of Hope,11817,8172,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Merti Health Centre,12514,12740,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangwachi Medical Clinic,10560,4270,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Usigu Health Centre,14164,14854,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rongai Health Centre,15495,5026,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Makutano Health Centre (Turkana West),15117,11154,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyoror Dispensary,15121,9533,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthithi (PCEA) Dispensary,16175,5088,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njoki Dispensary,10884,16550,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koilot Health Centre,14965,10994,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mugunda Dispensary,10749,5230,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bomet Health Centre,14261,5618,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigongo Medical Clinic,10585,4811,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Provide Medical Clinic,18059,9340,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kojonga Dispensary,14973,4233,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimondi Forest Dispensary,14876,13485,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Luke's (ACK) Hospital Kaloleni,11818,12931,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mtongwe  Dispensary,11669,12430,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Radier Dispensary,14023,14892,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karuri Sub District Hospital,10507,13472,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Langa Langa Health Centre,15009,9505,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kalimoni Mission Hospital (Juja),10438,5287,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iftin Clinic and Lab Services,13263,8831,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Liverpool VCT,13050,6995,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndindika Health Centre,15325,13021,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Limuru Health Centre,10661,2159,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naroosura Health Centre,15312,10288,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogongo Sub-District Hospital,13967,17353,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Murungaru Health Centre,10786,6791,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sengera Health Centre (Gucha),14076,3132,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngorika Health Centre,10871,9438,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wakula Health Centre,14169,11202,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogam Dispensary,13961,14823,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kongoni Dispensary,14986,10250,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tinganga Catholic Dispensary,17094,5907,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kathangacini Dispensary,12222,11778,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibera South Health Centre,13030,10316,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jeremic Baraton Hospital,14232,13439,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabare Health Centre,10388,5207,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njabini Health Centre,10878,6812,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Laisamis Catholic Hospital,16215,14408,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kenyambi Health Centre,13671,7915,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gichiche Health Centre,10249,4713,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sosiot Health Centre,15617,13070,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Meru),12049,10167,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tigoni District Hospital,11104,1946,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Miasenyi Dispensary,11605,9196,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tegat Health Centre,15714,11575,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbuta Model Health Centre,11592,9783,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lea Toto Clinic (Westlands),16800,2496,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibugua Health Centre,12288,11593,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Port Reitz SubCounty Hospital,11740,2302,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Abba Medical Clinic,10352,3666,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koiwa Medical Clinic,14971,8527,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Miriu Health Centre,13812,9357,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimsaw Medical Clinic,14880,9419,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyambene District Hospital,12684,5000,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Immaculate Heart Hospital Kereita,10518,3362,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Thika Level 5 Hospital,11094,5574,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Huhoini Dispensary,18675,3368,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinna Health Centre,12323,4361,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chepkumia Dispensary,14348,1942,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyatta Dispensary,17581,12772,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ishiara Sub-District Hospital,16464,8961,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koduogo Dispensary,19861,4883,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Mercelline Roo Dispensary (Suba),14059,8563,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Emurua Dikirr Dispensary,14452,7534,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndeda Dispensary,13839,14359,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kirwara Sub District,10639,7630,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Huruma Health Centre (Laikipia East),14553,8102,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyacheki Sub County Hospital,13867,7748,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chaani (MCM) Dispensary,11274,8303,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabazi Subdistrict Hospital,14611,15524,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatura Healh Centre,10236,12860,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Marafa Health Centre,11562,8066,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabianga Health Centre,14613,9096,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamagundo Health Centre,13892,3442,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamuya Dispensary,10546,8512,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Barsheba Medical Clinic,18071,1654,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiambogo Dispensary (Naivasha),14845,15585,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbeere District Hospital,16467,8942,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gongo Dispensary,13587,8669,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinango Hospital,11480,14431,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibirigwi Health Centre,10571,12782,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Pala Masogo Health Centre,19859,15357,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mutithi Health Centre,10798,8178,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kunyak Dispensary,15001,9735,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Family Healthoptions Kenya (Nakuru),14177,15590,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigwa Dispensary,13691,8315,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph Brothers,17576,5555,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lang'ata Dispensary,18762,4204,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Manunga Health Centre,10681,5531,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kosele Dispensary,13721,9183,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiria-Ini Mission Hospital,10627,8455,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naikarra Dispensary,15276,10289,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matuu District Hospital,12488,14609,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kagumo Health Centre,10402,10868,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigumo Health Centre (Kiambu East),10587,4789,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandegwa (Methodist Church of Kenya) Dispensary,10551,3136,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njegas Health Centre,10880,12626,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Piave Dispensary,15462,5331,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Geta Bush Health Centre,10244,2359,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nkorinkori Dispensary,15364,10313,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Entasopia Health Centre,14469,12573,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngeri Dispensary,17711,8460,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
NYS Dispensary (Suba),13949,8432,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandai Clinic,10549,8880,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gachororo Health Centre,18608,5623,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiganjo Medical Care Clinic,10583,4973,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimanjo Sub County Hospital,14869,10670,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kalacha (AIC) Dispensary,12141,5846,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyahururu District Hospital,10890,15200,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mpukoni Health Centre,12546,2310,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Embu-Mbeere Hospice,17164,7057,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mwea Mission (Our Lady of Lourdes) Hospital,10808,8335,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Neema Hospital (Ruiru),18061,4420,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kendu Sub-District Hospital,13668,10809,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangari Health Centre,10465,11619,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Itundu Medical Clinic,10362,9218,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wanjohi Health Centre,11173,13401,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ruiru Sub-County  Hospital,10973,5541,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Challa Dispensary,11278,4047,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kirogo Health Centre,10636,8263,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jamaica Medical Clinic,10366,3732,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
