facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Tunyai Dispensary,12813,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mbiuni VCT,12504,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthara Sub-District Hospital,12591,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinanie Dispensary,12321,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamwathi Medical Clinic,10547,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Garissa Provincial General Hospital (PGH),13346,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tumutumu (PCEA) Hospital,11124,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mulot Health Centre,17740,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
ASN Upendo Village Dispensary,15762,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tabaka Mission Hospital,14139,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kericho Forest Dispensary,14832,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandege M Clinic,10550,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kahawa Wendani Hospital,10308,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Katulani Health Centre,12244,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Narok County Referral Hospital,15311,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rombo Health Centre,15490,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matuu Mission Hospital,12489,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Magena Health Centre,13748,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Immaculate Heart of Mary Hospital,10349,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bughuta Health Centre,11262,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinoru Dispensary,12326,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Laare Health Centre,12422,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lamu District Hospital,11512,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kizingitini Dispensary,11496,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ibeno Sub-CountyHospital,13612,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kongowea Health Centre,11499,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiganjo Health Centre,10582,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimorigho Dispensary,11477,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Runyenjes District Hospital,12719,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiandere Dispensary,10552,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kangundo District Hospital,12177,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Island Farms Dispensary,10355,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kirwara Health Clinic,10640,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamonye Mission Dispensary,13914,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Obwanda Dispensary,13958,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mwatate Sub-County Hospital,11695,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maiela Health Centre,15106,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mikindani Catholic Dispensary,11614,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Londiani District Hospital,15074,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Loiyangalani Dispensary,12432,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Siongiroi Health Centre,15587,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Machakos Level 5 Hospital,12438,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
ACK Dispensary (Isiolo),11918,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngoliba Health Centre,10869,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kianyaga Sub-District Hospital,10565,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mpeketoni Sub-District Hospital,11649,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mau Narok Health Centre,15156,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Oroche Dispensary,13992,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Memorial Hospital,13087,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gede Health Centre,11387,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kanyakine District Hospital,12181,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mikumbune Sub-District Hospital,12526,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iruri Dispensary,10354,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mirogi Health Centre,13813,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Warazo Rural Health Centre,11176,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Consolata Hospital (Nkubu),11976,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kaboson Health Centre,14628,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Cottolengo Mission Hospital,11977,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Asumbi Health Centre,13488,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Engineer District Hospital,10171,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyadenda Health Centre,13870,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gaichanjiru Hospital,10199,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nandarasi Dispensary,10820,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiogoro Sub-County Hospital,13696,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Magutuni District Hospital,12445,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangwenyi Clinic,10561,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamabara Health Centre,10530,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Police Line Dispensary (Garissa),13420,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Family Care Medical Centre (Meru),12015,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Thangathi Health Centre,11090,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kwale District Hospital,11507,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rusinga Dispensary,14062,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
North Kinangop Catholic Hospital,10887,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigumo Sub County Hospital (Muranga South),10588,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kaanwa Dispensary,12119,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tiwi RHTC,11853,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baragoi Sub-District Hospital,14228,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kieni Kia Ndege Dispensary,12296,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Simaho Clinic,13441,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kasigau Rdch,11455,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Embu),12045,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kihoya Dispensary,10594,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njukini Health Centre,11718,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimong Dispensary,14878,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nazareth Hospital (Ruiru),17490,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiambu Institute of Science and Technology Dispensary,10540,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapkatet District Hospital,14706,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sipili Health Centre,15589,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
12 Engineers,17486,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ihururu Health Centre,10340,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mageta Health Centre,13750,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Katangi Health Centre,12215,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kerugoya District Hospital,10520,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndiru Health Centre,13843,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Patricks Dispensary,18305,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Samburu Health Centre,11768,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatunga Model H/C,18080,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Moi District Hospital Voi,11641,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamutugu Health Centre,10545,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Itiati Dispensary,10360,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamache Sub County Referral Hospital,13891,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Isiolo),12046,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndilidau Dispensary (Jipe),11702,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimintet Dispensary,14873,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naromoru Health Centre,10822,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mirugi Kariuki Dispensary,15188,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sakutiek Health Centre,15516,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kihaaro Medical Clinic,10590,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Meteitei Sub-District Hospital,15181,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koloch Dispensary,14980,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mukurweini District Hospital,10763,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gichuru Dispensary,10252,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Simba Health Centre,15574,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatwe Health Centre,10239,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyagoro Health Centre,13875,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngorongo Health Centre,10872,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Catholic Archdiocese of Mombasa Cbhc & AID Relief Project (Mbungoni Satelite),18043,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gesabakwa Health Centre,13558,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthaara Dispensary,10790,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kikuyu (PCEA) Hospital,10603,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph Mission Dispensary Chumvini,18601,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Katani Dispensary,12217,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Shika Adabu (MCM) Dispensary,11785,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Homa Bay Central Widows VCT,18063,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chemosot Health Centre,14323,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gongoni Health Centre,11401,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maji Moto Dispensary (Narok South),15113,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatugura Dispensary,10229,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Taru Dispensary,11838,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kijabe (AIC) Hospital,10602,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Subati Medical Clinic,17790,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilifi County Hospital,11474,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Neissuit Dispensary,15331,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ekialo Kiona VCT,19971,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Shankoe Dispensary,15558,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndome Dispensary (Taita),11704,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muyeye Health Centre (Municipal),11677,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Igegania Sub-District Hospital,10338,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Moi Ndabi Dispensary,15203,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kikton Medical Clinic,14863,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamrisra Health Centre,13915,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Aren Medical Clinic,17202,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ulungo Dispensary,14158,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabolecho Dispensary,14626,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kemri VCT,13019,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lodwar County Referral Hospital,15049,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiteje Dispensary,17469,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kericho District Hospital,14831,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Malindi Sea Breeze,11557,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sagala Health Centre,11764,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kijabe (AIC) Hospital Marira Medical Clinic,10693,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bamboo Health Centre,10044,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
PCEA Karungaru Dispensary,17444,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthambi Health Centre,12589,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndunduni Dispensary,16922,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ntulele Health Centre,15367,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jkuat Hospital,10378,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Oserian Health Centre,15447,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Entarara Health Centre,14467,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mokowe Health Centre,11642,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tumaini Clinic,15748,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ithare Medical Clinic,10358,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph's Shelter of Hope,11817,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Merti Health Centre,12514,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangwachi Medical Clinic,10560,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Usigu Health Centre,14164,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Rongai Health Centre,15495,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyoror Dispensary,15121,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthithi (PCEA) Dispensary,16175,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njoki Dispensary,10884,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koilot Health Centre,14965,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mugunda Dispensary,10749,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bomet Health Centre,14261,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigongo Medical Clinic,10585,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kojonga Dispensary,14973,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimondi Forest Dispensary,14876,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mtongwe  Dispensary,11669,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Radier Dispensary,14023,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kalimoni Mission Hospital (Juja),10438,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iftin Clinic and Lab Services,13263,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Liverpool VCT,13050,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naroosura Health Centre,15312,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogongo Sub-District Hospital,13967,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Murungaru Health Centre,10786,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sengera Health Centre (Gucha),14076,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngorika Health Centre,10871,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Wakula Health Centre,14169,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ogam Dispensary,13961,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kathangacini Dispensary,12222,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibera South (Msf Belgium) Health Centre,13030,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Jeremic Baraton Hospital,14232,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Njabini Health Centre,10878,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kenyambi Health Centre,13671,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gichiche Health Centre,10249,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Meru),12049,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tigoni District Hospital,11104,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Miasenyi Dispensary,11605,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tegat Health Centre,15714,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lea Toto Clinic (Nairobi West),16800,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kibugua Health Centre,12288,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Port Reitz SubCounty Hospital,11740,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Abba Medical Clinic,10352,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koiwa Medical Clinic,14971,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyambene District Hospital,12684,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Immaculate Heart Hospital Kereita,10518,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Thika Level 5 Hospital,11094,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Huhoini Dispensary,18675,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chepkumia Dispensary,14348,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Manyatta Dispensary,17581,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ishiara Sub-District Hospital,16464,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Koduogo Dispensary,19861,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Mercelline Roo Dispensary (Suba),14059,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Emurua Dikirr Dispensary,14452,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndeda Dispensary,13839,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Huruma Health Centre (Laikipia East),14553,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chaani (MCM) Dispensary,11274,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabazi Subdistrict Hospital,14611,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatura Healh Centre,10236,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Marafa Health Centre,11562,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabianga Health Centre,14613,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyamagundo Health Centre,13892,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamuya Dispensary,10546,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Barsheba Medical Clinic,18071,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiambogo Dispensary (Naivasha),14845,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
