no,facility,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
734,Mbagathi District Hospital,Woodley/kenyatta golf course Ward,Kibra  Sub County,Nairobi County,13080,5740,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
735,Frepals Community Nursing Home,Lindi Ward,Kibra  Sub County,Nairobi County,12944,13082,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
736,Conerstone Clinic,Njiru Ward,Kasarani  Sub County,Nairobi County,12903,13114,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
737,Kayole II Sub-District Hospital,Kayole central Ward,Embakasi Central Sub County,Nairobi County,13016,17458,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
738,Samlink Med Clinic,Kasarani Ward,Kasarani  Sub County,Nairobi County,20235,9080,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
739,St Peter Dispensary,Mwiki Ward,Kasarani  Sub County,Nairobi County,13223,7162,2018Q3,"FPRH,WASH",AfyaJijini,289802
740,Uzima Uhai Health centre,Mwiki Ward,Kasarani  Sub County,Nairobi County,22848,2062116,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
741,Diwopa Health Centre,Kayole central Ward,Embakasi Central Sub County,Nairobi County,12917,17155,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
742,Sunton Cfc Medical Clinic,Kasarani Ward,Kasarani  Sub County,Nairobi County,18438,13630,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
743,Thika Road Health Services Ltd (Kasarani),Kasarani Ward,Kasarani  Sub County,Nairobi County,17950,9485,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
744,St Begson Clinic,Kayole south Ward,Embakasi Central Sub County,Nairobi County,13198,3034,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
745,Ruai (EDARP) Clinic,Ruai Ward,Kasarani  Sub County,Nairobi County,13169,14774,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
746,Njiru (EDARP) Clinic,Njiru Ward,Kasarani  Sub County,Nairobi County,17548,14689,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
747,Ruai Health Centre,Ruai Ward,Kasarani  Sub County,Nairobi County,13171,14850,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
748,Kasarani Health Centre,Kasarani Ward,Kasarani  Sub County,Nairobi County,13010,14103,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
749,Njiru Dispensary,Njiru Ward,Kasarani  Sub County,Nairobi County,13126,14664,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
750,St Francis Community  Hospital,Clay City Ward,Kasarani  Sub County,Nairobi County,13202,12882,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
751,Mary Mission,Riruta Ward,Dagoretti South Sub County,Nairobi County,17514,10493,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
752,St Bridget's Mother & Child,Kariokor Ward,Starehe  Sub County,Nairobi County,13199,7471,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
753,Ruai Family Hospital,Ruai Ward,Kasarani  Sub County,Nairobi County,18390,14786,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
754,Uthiru Muthua Dispensary,Uthiru/ruthimitu Ward,Dagoretti South Sub County,Nairobi County,18628,8225,2018Q3,"FPRH, WASH",AfyaJijini,289802
755,Salama Nursing Home,Airbase Ward,Kamukunji  Sub County,Nairobi County,13175,14816,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
756,Mother & Child Hospital,California Ward,Kamukunji  Sub County,Nairobi County,13096,9635,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
757,Alliance Medical Centre,California Ward,Kamukunji  Sub County,Nairobi County,17847,7023,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
758,Kivuli Dispensary,Riruta Ward,Dagoretti South Sub County,Nairobi County,13036,15024,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
759,Blue House (AHF) Dispensary,Eastleigh north Ward,Kamukunji  Sub County,Nairobi County,12885,2228,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
760,Access Afya Kiambiu,Eastleigh south Ward,Kamukunji  Sub County,Nairobi County,,2061745,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
761,St Teresa's Parish Dispensary,Eastleigh north Ward,Kamukunji  Sub County,Nairobi County,13225,9670,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
762,Shauri Moyo Clinic,Pumwani Ward,Kamukunji  Sub County,Nairobi County,13184,13339,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
763,St Vincent Catholic Clinic,Airbase Ward,Kamukunji  Sub County,Nairobi County,13230,14268,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
764,Biafra Lions Clinic,Eastleigh south Ward,Kamukunji  Sub County,Nairobi County,12883,2825,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
765,Shaurimoyo EDARP,Pumwani Ward,Kamukunji  Sub County,Nairobi County,13183,11441,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
766,IOM Wellness Clinic,Airbase Ward,Kamukunji  Sub County,Nairobi County,19471,5645,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
767,Pumwani Majengo Dispensary,Pumwani Ward,Kamukunji  Sub County,Nairobi County,13155,7000,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
768,St Joseph Nursing Home,Sirikwa Ward,Kuresoi North  Sub County,Nakuru County,16409,11243,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
769,Pumwani Maternity Hospital,Pumwani Ward,Kamukunji  Sub County,Nairobi County,13156,12869,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
770,Eastleigh Health Centre,Airbase Ward,Kamukunji  Sub County,Nairobi County,12930,14550,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
771,Woodstreet Nursing Home,Eastleigh north Ward,Kamukunji  Sub County,Nairobi County,13260,9141,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
772,Maria Immaculate Health Centre,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County,13062,14973,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
773,Nairobi East Hospital,California Ward,Kamukunji  Sub County,Nairobi County,20264,7047,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
774,Dorkcare Nursing Home,Eastleigh north Ward,Kamukunji  Sub County,Nairobi County,12921,9607,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
775,Chandaria Health Centre,Uthiru/ruthimitu Ward,Dagoretti South Sub County,Nairobi County,12893,7045,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
776,Care Hospital,California Ward,Kamukunji  Sub County,Nairobi County,12865,7024,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
777,Al Amin Nursing Home,Eastleigh north Ward,Kamukunji  Sub County,Nairobi County,18769,7067,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
778,Divine Mercy Parish Dispensary,Kariobangi south Ward,Embakasi West Sub County,Nairobi County,,14252,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
779,Rays International Clinic,Kariobangi south Ward,Embakasi West Sub County,Nairobi County,,14597,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
780,Umoja Hospital,Umoja I Ward,Embakasi West Sub County,Nairobi County,13241,14305,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
781,Sos Dispensary,Kariobangi south Ward,Embakasi West Sub County,Nairobi County,13189,14837,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
782,Waithaka Health Centre,Waithaka Ward,Dagoretti South Sub County,Nairobi County,13249,12453,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
783,Penda Medical Centre Umoja,Umoja I Ward,Embakasi West Sub County,Nairobi County,20449,14629,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
784,Dandora (EDARP) Clinic,Umoja I Ward,Embakasi West Sub County,Nairobi County,12911,6119,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
785,Kariobangi South Clinic,Kariobangi south Ward,Embakasi West Sub County,Nairobi County,17434,14921,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
786,Umoja Health Centre,Umoja I Ward,Embakasi West Sub County,Nairobi County,13240,13942,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
787,Emmaus Nursing Home,Umoja I Ward,Embakasi West Sub County,Nairobi County,12936,9236,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
788,Umoja III Medical Centre,Umoja II Ward,Embakasi West Sub County,Nairobi County,20187,17435,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
789,Victory Hospital,Umoja I Ward,Embakasi West Sub County,Nairobi County,13247,14372,2018Q3,"FPRH, WASH",AfyaJijini,289802
790,Unity Nursing Home,Umoja II Ward,Embakasi West Sub County,Nairobi County,18334,14093,2018Q3,"FPRH, WASH, NUTRITION",AfyaJijini,289802
791,St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,13210,15015,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
792,Imara Health Centre,Imara daima Ward,Embakasi South Sub County,Nairobi County,17685,6615,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
793,Mother Ippolata Mukuru Clinic,Imara daima Ward,Embakasi South Sub County,Nairobi County,17724,6605,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
794,PCEA Pipeline Medical Clinic,Pipeline Ward,Embakasi South Sub County,Nairobi County,,9354,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
795,Mutuini Sub-District Hospital,Mutu-ini Ward,Dagoretti South Sub County,Nairobi County,13105,15018,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
796,Reuben Mukuru Health Centre,Kwa reuben Ward,Embakasi South Sub County,Nairobi County,13173,12572,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
797,Mukuru Mmm Clinic,Kwa njenga Ward,Embakasi South Sub County,Nairobi County,13101,11416,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
798,Mukuru Health Centre,Imara daima Ward,Embakasi South Sub County,Nairobi County,18463,6652,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
799,Wema Nursing Home,Kabiro Ward,Dagoretti North Sub County,Nairobi County,13256,11447,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
800,Pipeline Nursing Home,Pipeline Ward,Embakasi South Sub County,Nairobi County,12978,10816,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
801,Fremo Medical Centre,Ngando Ward,Dagoretti South Sub County,Nairobi County,18612,6722,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
802,Cidi Mukuru Clinic,Kwa njenga Ward,Embakasi South Sub County,Nairobi County,12897,6695,2018Q3,"FPRH,WASH, NUTRITION",AfyaJijini,289802
803,Embakasi Medical Centre,Kware Ward,Embakasi South Sub County,Nairobi County,19437,6651,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
804,Wamunga Health Clinic,Dandora area i Ward,Embakasi North Sub County,Nairobi County,13251,6909,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
805,Jahmii Medical Hospital,Kariobangi north Ward,Embakasi North Sub County,Nairobi County,12986,13111,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
806,Lianas Clinic Health Centre,Kangemi Ward,Westlands  Sub County,Nairobi County,13049,7088,2018Q3,"FPRH,WASH, NUTRITION",AfyaJijini,289802
807,St Alice (EDARP) Dandora Clinic,Dandora area iv Ward,Embakasi North Sub County,Nairobi County,18219,14847,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
808,Kariobangi EDARP,Kariobangi north Ward,Embakasi North Sub County,Nairobi County,18743,14896,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
809,Kariobangi Health Centre,Kariobangi north Ward,Embakasi North Sub County,Nairobi County,13006,14595,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
810,Dandora I Health Centre,Dandora area i Ward,Embakasi North Sub County,Nairobi County,12913,13135,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
811,Mid Hill Medical Clinic,Kawangware Ward,Dagoretti North Sub County,Nairobi County,13091,4212,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
812,Samaritan Medical Services (Dandora),Dandora area iv Ward,Embakasi North Sub County,Nairobi County,13176,14814,2018Q3,"FPRH,WASH",AfyaJijini,289802
813,Dandora II Health Centre,Dandora area iii Ward,Embakasi North Sub County,Nairobi County,12912,7515,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
814,Brother andre Clinic,Dandora area iv Ward,Embakasi North Sub County,Nairobi County,12887,14102,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
815,Coptic Hospital (Ngong Road),Kilimani Ward,Dagoretti North Sub County,Nairobi County,12905,6883,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
816,Provide Internatinal Clinic (Dandora),Dandora area iv Ward,Embakasi North Sub County,Nairobi County,13148,14512,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
817,St Catherine's Health Centre,Kabiro Ward,Dagoretti North Sub County,Nairobi County,13200,14846,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
818,Emmanuel Medical Centre,Lower savannah Ward,Embakasi East Sub County,Nairobi County,18893,7027,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
819,St Raphael's Clinic,Mihango Ward,Embakasi East Sub County,Nairobi County,17683,3028,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
820,Mwatate Health Care Centre,Embakasi Ward,Embakasi East Sub County,Nairobi County,19454,6543,2018Q3,"FPRH,WASH",AfyaJijini,289802
821,Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,12871,4444,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
822,Space Care Health Services,Kawangware Ward,Dagoretti North Sub County,Nairobi County,13212,4952,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
823,Soweto Kayole Phc Health Centre,Lower savannah Ward,Embakasi East Sub County,Nairobi County,13017,7053,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
824,University of Nairobi Dispensary,Kilimani Ward,Dagoretti North Sub County,Nairobi County,13242,11429,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
825,EDARP Donholm Clinic,Upper savannah Ward,Embakasi East Sub County,Nairobi County,12920,17252,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
826,Gynapaed Dispensary,Kilimani Ward,Dagoretti North Sub County,Nairobi County,12966,6930,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
827,EDARP Soweto Health Centre,Lower savannah Ward,Embakasi East Sub County,Nairobi County,13191,4235,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
828,Reinha Rosary Clinic,Utawala Ward,Embakasi East Sub County,Nairobi County,,10429,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
829,Bristal Park Hospital,Embakasi Ward,Embakasi East Sub County,Nairobi County,18271,17201,2018Q3,"FPRH,WASH, NUTRITION",AfyaJijini,289802
830,Nyina Wa Mumbi Dispensary,Kawangware Ward,Dagoretti North Sub County,Nairobi County,13129,15004,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
831,St Clare Medical Clinic,Upper savannah Ward,Embakasi East Sub County,Nairobi County,18465,6878,2018Q3,"FPRH,WASH, NUTRITION",AfyaJijini,289802
832,Patanisho Maternity and Nursing Home,Lower savannah Ward,Embakasi East Sub County,Nairobi County,12977,7016,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
833,Embakasi Health Centre,Embakasi Ward,Embakasi East Sub County,Nairobi County,12935,17329,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
834,St Barkita Dispensary Utawala,Utawala Ward,Embakasi East Sub County,Nairobi County,17723,4479,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
835,Muteithania Medical Clinic,Kabiro Ward,Dagoretti North Sub County,Nairobi County,13103,7044,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
836,Utawala Estate Health Centre,Utawala Ward,Embakasi East Sub County,Nairobi County,18464,11450,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
837,AAR Williamson,Kilimani Ward,Dagoretti North Sub County,Nairobi County,,13869,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
838,Mwera Medical Clinic,Kayole central Ward,Embakasi Central Sub County,Nairobi County,19442,17288,2018Q3,"MCH, FPRH, WASH, NUTRITION",AfyaJijini,289802
839,Arrow Web Maternity and Nursing Home,Kayole central Ward,Embakasi Central Sub County,Nairobi County,12872,1311,2018Q3,"FPRH,WASH, NUTRITION",AfyaJijini,289802
840,Mtwapa Health Centre,Shimo la tewa Ward,Kilifi South Sub County,Kilifi County,11672,6185,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
841,Union Medical,Facility Issues,Kapkoros Dispensary,Facility Issues,11869,1731,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
842,Takaungu Dispensary,Mnarani Ward,Kilifi North Sub County,Kilifi County,11836,8148,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
843,Mabati Medical Clinic,Mariakani Ward,Kaloleni Sub County,Kilifi County,11529,12563,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
844,Kamkomani Dispensary,Mariakani Ward,Kaloleni Sub County,Kilifi County,19189,12527,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
845,Mnarani Dispensary,Mnarani Ward,Kilifi North Sub County,Kilifi County,11636,7531,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
846,Mtepeni Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,11666,4835,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
847,Kijana Heri Medical Clinic,Gongoni Ward,Magarini Sub County,Kilifi County,20345,12713,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
848,Roka Maweni Dispensary,Matsangoni Ward,Kilifi North Sub County,Kilifi County,11758,6170,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
849,Mmangani Dispensary,Kakuyuni Ward,Malindi Sub County,Kilifi County,20036,7965,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
850,Mjanaheri Dispensary,Gongoni Ward,Magarini Sub County,Kilifi County,21213,8038,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
851,Marikebuni Dispensary,Magarini Ward,Magarini Sub County,Kilifi County,11571,7825,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
852,Mgamboni Dispensary,Kaloleni Ward,Kaloleni Sub County,Kilifi County,11601,3567,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
853,Gandini,Kinango Ward,Kinango Sub County,Kwale County,21256,14271,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
854,Dungicha Dispensary,Ganze Ward,Ganze Sub County,Kilifi County,19024,5859,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
855,Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,11444,4780,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
856,Kizingo Health Centre,Mwarakaya Ward,Kilifi South Sub County,Kilifi County,11497,10362,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
857,Rabai Rural Health Demonstration Centre,Rabai/kisurutini Ward,Rabai Sub County,Kilifi County,11748,7278,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
858,Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,11297,7187,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
859,Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,11761,7744,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
860,Gede Health Centre,Dabaso Ward,Kilifi North Sub County,Kilifi County,11387,7528,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
861,Mwangatini Dispensary,Magarini Ward,Magarini Sub County,Kilifi County,11689,7767,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
862,Kachororoni Dispensary,Ganze Ward,Ganze Sub County,Kilifi County,21545,12517,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
863,Mijomboni Dispensary,Dabaso Ward,Kilifi North Sub County,Kilifi County,11610,9385,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
864,Ngerenya Dispensary,Tezo Ward,Kilifi North Sub County,Kilifi County,11713,12536,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
865,Madamani Dispensary,Sokoke Ward,Ganze Sub County,Kilifi County,11532,7207,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
866,Maweni Community Health Care,Shella Ward,Malindi Sub County,Kilifi County,18302,4183,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
867,Watamu (SDA) Dispensary,Dabaso Ward,Kilifi North Sub County,Kilifi County,11893,8116,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
868,Kinarani Dispensary,Mwanamwinga Ward,Kaloleni Sub County,Kilifi County,11481,6022,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
869,Vipingo Rural Demonstration Health Centre,Junju Ward,Kilifi South Sub County,Kilifi County,11881,11334,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
870,Rea Vipingo Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,11755,11312,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
871,Bwagamoyo Dispensary,Mwawesa Ward,Rabai Sub County,Kilifi County,11266,7501,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
872,Muryachakwe Dispensary,Sokoke Ward,Ganze Sub County,Kilifi County,11653,7217,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
873,St Theresa Dispensary,Mwarakaya Ward,Kilifi South Sub County,Kilifi County,11826,8815,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
874,Africa Muslim Agency Dispensary,Kibarani Ward,Kilifi North Sub County,Kilifi County,20320,11165,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
875,Malanga Dispensary,Sokoke Ward,Ganze Sub County,Kilifi County,20342,7209,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
876,Mwawesa Medical Clinic,Malindi town Ward,Malindi Sub County,Kilifi County,11696,7994,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
877,Mission Medical Clinic (Bahari),Sokoni Ward,Kilifi North Sub County,Kilifi County,11623,15307,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
878,Gongoni Health Centre,Gongoni Ward,Magarini Sub County,Kilifi County,11401,7182,2018Q3,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
